Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,PokéBall Usage,Win Ratio,Battle Strategy,Number of Migrations,Rare Item Holder,Team Rocket
50,Pewter City,Low,Biker,Normal,73,LuxuryBall,52,Aggressive,20,FALSE,No
15,Cinnabar Island,Low,Underground Battler,Normal,17,LuxuryBall,63,Unpredictable,15,FALSE,No
69,Cinnabar Island,Low,Police Officer,Fire,15,UltraBall,50,Aggressive,22,FALSE,No
45,Celadon City,High,Breeder,Fighting,17,NetBall,81,Aggressive,22,FALSE,No
41,Cerulean City,Middle,Breeder,Fire,58,DuskBall,32,Unpredictable,17,FALSE,No
52,Lavender Town,Low,Biker,Poison,18,DarkBall,51,Unpredictable,15,FALSE,No
42,Pewter City,Low,Champion,Flying,71,GreatBall,50,Aggressive,23,FALSE,No
24,Cinnabar Island,High,Elite Trainer,Steel,99,DarkBall,53,Aggressive,0,FALSE,No
28,Pallet Town,High,Black Market Dealer,Normal,41,TimerBall,38,Defensive,0,FALSE,No
29,Viridian City,Middle,Nurse,Fire,32,DuskBall,48,Aggressive,3,FALSE,No
19,Fuchsia City,Low,Daycare Worker,Ice,76,TimerBall,29,Aggressive,7,FALSE,No
64,Vermilion City,Middle,Nurse,Fire,28,UltraBall,61,Unpredictable,23,FALSE,No
55,Cinnabar Island,Middle,Gym Leader Assistant,Steel,53,DarkBall,58,Aggressive,4,TRUE,Yes
32,Pewter City,Low,Underground Battler,Rock,47,DuskBall,74,Defensive,12,FALSE,No
44,Celadon City,High,Breeder,Fighting,42,MasterBall,50,Defensive,8,TRUE,Yes
31,Cerulean City,Middle,Scientist,Flying,17,DarkBall,39,Aggressive,25,FALSE,No
38,Cinnabar Island,Middle,Nurse,Electric,43,MasterBall,60,Defensive,25,FALSE,No
42,Lavender Town,Middle,PokéMart Seller,Flying,48,HealBall,82,Defensive,12,FALSE,No
60,Cerulean City,Low,Researcher,Ghost,90,DuskBall,76,Aggressive,14,FALSE,No
24,Lavender Town,Middle,Elite Trainer,Grass,71,UltraBall,23,Unpredictable,20,FALSE,No
58,Vermilion City,Middle,Rocket Grunt,Dark,66,TimerBall,29,Aggressive,15,FALSE,No
18,Vermilion City,Middle,Breeder,Ghost,90,NetBall,38,Defensive,3,FALSE,No
32,Cerulean City,Middle,Biker,Ghost,68,HealBall,40,Unpredictable,25,TRUE,Yes
58,Pallet Town,Middle,Underground Battler,Dark,74,LuxuryBall,79,Aggressive,20,FALSE,No
26,Cerulean City,Low,Police Officer,Poison,34,MasterBall,31,Defensive,22,FALSE,No
22,Fuchsia City,Middle,Daycare Worker,Poison,89,LuxuryBall,72,Defensive,20,FALSE,Yes
10,Cinnabar Island,Middle,Scientist,Flying,83,HealBall,76,Unpredictable,22,FALSE,No
42,Cinnabar Island,Low,Black Market Dealer,Grass,65,UltraBall,82,Defensive,15,FALSE,Yes
24,Lavender Town,Middle,Researcher,Normal,7,HealBall,27,Unpredictable,20,FALSE,No
27,Cinnabar Island,Low,Researcher,Dragon,25,HealBall,20,Unpredictable,0,FALSE,No
55,Pallet Town,High,Daycare Worker,Fairy,63,TimerBall,20,Aggressive,7,FALSE,No
62,Lavender Town,Low,Black Market Dealer,Steel,78,HealBall,50,Unpredictable,11,FALSE,No
28,Vermilion City,Middle,Breeder,Poison,66,PokéBall,53,Defensive,17,FALSE,No
49,Fuchsia City,Middle,Casino Worker,Fighting,79,HealBall,78,Defensive,19,FALSE,No
55,Pallet Town,Middle,Breeder,Fairy,99,NetBall,22,Aggressive,18,FALSE,No
10,Viridian City,Middle,Nurse,Poison,11,PokéBall,27,Aggressive,13,FALSE,No
65,Cinnabar Island,Low,Scientist,Grass,7,PokéBall,21,Unpredictable,11,FALSE,No
49,Fuchsia City,Middle,Champion,Dark,90,PokéBall,81,Unpredictable,14,FALSE,No
29,Saffron City,Low,Rocket Grunt,Ghost,86,TimerBall,34,Aggressive,22,FALSE,No
70,Celadon City,Low,Scientist,Water,14,NetBall,32,Defensive,19,FALSE,No
39,Cerulean City,Middle,Black Market Dealer,Poison,100,NetBall,77,Defensive,2,FALSE,No
69,Cerulean City,High,Scientist,Fighting,54,TimerBall,50,Aggressive,2,FALSE,No
45,Cerulean City,Low,Daycare Worker,Water,52,NetBall,72,Defensive,24,FALSE,No
14,Cerulean City,Middle,Biker,Ice,21,UltraBall,90,Aggressive,16,FALSE,Yes
70,Pewter City,High,Fisherman,Ghost,48,PokéBall,84,Defensive,16,FALSE,No
42,Cinnabar Island,Low,Biker,Ghost,66,TimerBall,57,Defensive,1,FALSE,No
39,Cinnabar Island,Low,Biker,Psychic,87,MasterBall,63,Defensive,9,FALSE,No
49,Lavender Town,Low,Black Market Dealer,Rock,79,NetBall,38,Aggressive,16,FALSE,No
39,Celadon City,Middle,Biker,Rock,98,GreatBall,25,Unpredictable,14,FALSE,No
33,Cinnabar Island,Middle,Police Officer,Ice,23,UltraBall,51,Aggressive,24,FALSE,Yes
20,Fuchsia City,Low,Elite Trainer,Fairy,62,DarkBall,45,Unpredictable,1,FALSE,No
24,Pallet Town,Middle,PokéMart Seller,Fairy,36,TimerBall,82,Aggressive,25,FALSE,Yes
19,Pewter City,High,PokéMart Seller,Rock,21,MasterBall,62,Unpredictable,10,FALSE,No
35,Fuchsia City,Middle,Nurse,Dark,16,DarkBall,25,Aggressive,23,FALSE,No
33,Cinnabar Island,Low,Biker,Poison,37,NetBall,25,Defensive,6,FALSE,No
63,Fuchsia City,Middle,Black Market Dealer,Dragon,37,TimerBall,73,Defensive,9,FALSE,No
43,Vermilion City,Middle,Police Officer,Poison,18,PokéBall,85,Aggressive,2,FALSE,No
22,Celadon City,Middle,Daycare Worker,Ground,24,MasterBall,85,Aggressive,13,TRUE,Yes
39,Cerulean City,Low,Elite Trainer,Ground,20,TimerBall,27,Aggressive,22,FALSE,No
38,Cinnabar Island,Middle,Gym Leader Assistant,Fighting,76,GreatBall,24,Defensive,24,FALSE,No
30,Celadon City,Low,PokéMart Seller,Poison,64,LuxuryBall,58,Unpredictable,5,FALSE,No
65,Cinnabar Island,Middle,Scientist,Dragon,92,DarkBall,37,Aggressive,10,FALSE,No
59,Vermilion City,High,Rocket Grunt,Rock,7,LuxuryBall,65,Defensive,15,FALSE,No
69,Pallet Town,Low,Biker,Fire,16,GreatBall,67,Unpredictable,24,FALSE,No
11,Pewter City,Middle,Scientist,Ice,35,MasterBall,30,Defensive,7,FALSE,No
62,Vermilion City,Low,Champion,Steel,12,NetBall,36,Unpredictable,11,FALSE,No
56,Fuchsia City,Middle,Breeder,Flying,76,HealBall,85,Defensive,3,FALSE,No
57,Saffron City,Low,Elite Trainer,Poison,18,PokéBall,83,Defensive,14,FALSE,No
37,Lavender Town,Middle,Nurse,Fire,69,TimerBall,60,Unpredictable,4,FALSE,No
25,Vermilion City,Middle,Fisherman,Psychic,9,HealBall,54,Defensive,7,FALSE,Yes
55,Vermilion City,Middle,Elite Trainer,Bug,63,PokéBall,29,Aggressive,13,FALSE,No
22,Fuchsia City,Middle,Fisherman,Steel,70,DuskBall,70,Unpredictable,20,FALSE,No
50,Cinnabar Island,High,Biker,Poison,74,NetBall,30,Defensive,2,FALSE,No
37,Vermilion City,Low,Gym Leader Assistant,Bug,96,DuskBall,44,Unpredictable,7,TRUE,Yes
26,Cinnabar Island,Middle,Breeder,Fighting,42,UltraBall,82,Unpredictable,20,FALSE,No
11,Viridian City,Middle,Casino Worker,Dark,11,UltraBall,60,Aggressive,3,FALSE,No
60,Vermilion City,High,Black Market Dealer,Grass,60,UltraBall,46,Defensive,13,FALSE,No
57,Lavender Town,Middle,Rocket Grunt,Poison,22,MasterBall,47,Aggressive,0,FALSE,No
63,Celadon City,Middle,Underground Battler,Flying,5,LuxuryBall,38,Defensive,29,FALSE,Yes
11,Pallet Town,Middle,Scientist,Water,73,HealBall,54,Defensive,23,FALSE,Yes
34,Pewter City,Middle,Gym Leader Assistant,Poison,66,PokéBall,30,Aggressive,25,FALSE,No
37,Pallet Town,High,Gym Leader Assistant,Flying,37,LuxuryBall,31,Defensive,12,TRUE,Yes
41,Pewter City,Low,Researcher,Psychic,100,DuskBall,42,Aggressive,2,FALSE,No
30,Celadon City,Middle,Champion,Rock,55,PokéBall,24,Unpredictable,14,FALSE,No
38,Fuchsia City,Middle,Gym Leader Assistant,Flying,86,MasterBall,49,Aggressive,10,FALSE,No
57,Viridian City,Middle,Daycare Worker,Psychic,68,MasterBall,56,Defensive,12,TRUE,Yes
11,Pewter City,Middle,PokéMart Seller,Ice,42,UltraBall,33,Aggressive,22,FALSE,No
22,Cerulean City,Middle,Scientist,Water,97,TimerBall,49,Defensive,23,FALSE,No
34,Pewter City,Low,Daycare Worker,Fire,15,DuskBall,46,Aggressive,13,FALSE,Yes
69,Saffron City,Low,Gym Leader Assistant,Poison,9,NetBall,69,Unpredictable,13,TRUE,Yes
36,Vermilion City,Low,Gym Leader Assistant,Rock,26,DuskBall,29,Unpredictable,9,FALSE,No
59,Lavender Town,Middle,Gym Leader Assistant,Fighting,5,TimerBall,79,Defensive,13,FALSE,No
61,Cerulean City,Low,Daycare Worker,Psychic,100,TimerBall,50,Unpredictable,11,FALSE,No
16,Fuchsia City,Low,Underground Battler,Poison,71,GreatBall,50,Aggressive,28,TRUE,Yes
40,Celadon City,High,Black Market Dealer,Poison,11,HealBall,40,Defensive,20,FALSE,No
30,Lavender Town,Low,Champion,Grass,60,UltraBall,75,Aggressive,11,FALSE,No
57,Lavender Town,Middle,Biker,Flying,47,MasterBall,66,Unpredictable,2,FALSE,No
61,Pallet Town,Low,Biker,Grass,95,NetBall,75,Defensive,6,FALSE,No
53,Pewter City,Low,PokéMart Seller,Fairy,86,GreatBall,31,Unpredictable,9,FALSE,No
48,Lavender Town,Low,Nurse,Flying,88,HealBall,30,Unpredictable,5,FALSE,No
30,Cinnabar Island,Low,Breeder,Rock,50,DuskBall,20,Defensive,21,FALSE,No
25,Vermilion City,High,Fisherman,Water,44,DuskBall,74,Unpredictable,9,FALSE,No
18,Celadon City,Low,Police Officer,Water,68,GreatBall,80,Aggressive,17,FALSE,No
20,Cinnabar Island,Middle,Gym Leader Assistant,Fairy,19,NetBall,21,Defensive,9,FALSE,No
19,Viridian City,Low,Nurse,Dragon,66,GreatBall,57,Aggressive,13,FALSE,No
48,Celadon City,Low,Daycare Worker,Ground,27,GreatBall,76,Defensive,25,FALSE,No
47,Fuchsia City,Middle,Fisherman,Fairy,44,NetBall,79,Aggressive,19,FALSE,No
36,Vermilion City,Low,Casino Worker,Fire,6,TimerBall,78,Unpredictable,25,FALSE,No
34,Vermilion City,Low,Fisherman,Rock,6,MasterBall,80,Unpredictable,1,FALSE,No
13,Cerulean City,Middle,Daycare Worker,Ghost,72,PokéBall,49,Unpredictable,14,FALSE,No
41,Fuchsia City,Middle,Scientist,Poison,24,DuskBall,75,Unpredictable,18,FALSE,No
36,Saffron City,Middle,Underground Battler,Ghost,59,GreatBall,75,Defensive,19,FALSE,No
54,Viridian City,Middle,Rocket Grunt,Poison,68,GreatBall,70,Aggressive,8,FALSE,No
61,Pallet Town,Low,Police Officer,Bug,75,DarkBall,71,Defensive,27,FALSE,Yes
20,Pallet Town,High,Elite Trainer,Psychic,98,GreatBall,34,Defensive,16,TRUE,Yes
17,Pewter City,Middle,Police Officer,Ground,48,NetBall,30,Defensive,16,FALSE,No
30,Lavender Town,Middle,Police Officer,Ghost,66,NetBall,46,Aggressive,19,FALSE,No
36,Cerulean City,Middle,Elite Trainer,Dark,22,TimerBall,45,Unpredictable,21,FALSE,No
52,Pewter City,High,Police Officer,Flying,9,DarkBall,53,Aggressive,24,FALSE,No
65,Celadon City,Low,PokéMart Seller,Fairy,84,HealBall,81,Defensive,23,FALSE,No
25,Saffron City,Low,Rocket Grunt,Electric,64,DarkBall,53,Unpredictable,3,FALSE,No
64,Fuchsia City,High,Gym Leader Assistant,Psychic,34,MasterBall,44,Unpredictable,5,FALSE,No
67,Vermilion City,Low,Casino Worker,Steel,58,GreatBall,60,Aggressive,26,FALSE,Yes
55,Vermilion City,Middle,Daycare Worker,Flying,40,DarkBall,71,Defensive,0,FALSE,No
70,Pewter City,Middle,Daycare Worker,Poison,86,DarkBall,74,Aggressive,25,FALSE,No
64,Cerulean City,Middle,Underground Battler,Water,66,GreatBall,23,Unpredictable,25,FALSE,No
59,Fuchsia City,Middle,Biker,Psychic,5,NetBall,79,Unpredictable,0,FALSE,No
32,Viridian City,High,Elite Trainer,Fairy,60,NetBall,22,Aggressive,7,FALSE,No
54,Fuchsia City,High,Champion,Normal,47,UltraBall,22,Aggressive,18,FALSE,No
52,Vermilion City,Middle,Black Market Dealer,Flying,58,PokéBall,59,Defensive,20,FALSE,No
42,Saffron City,Middle,Daycare Worker,Normal,75,DuskBall,81,Defensive,9,FALSE,No
59,Cerulean City,Middle,Breeder,Ground,24,MasterBall,41,Defensive,17,FALSE,No
62,Cinnabar Island,Low,Breeder,Bug,58,DuskBall,52,Defensive,5,FALSE,No
45,Pewter City,Low,Fisherman,Rock,100,PokéBall,56,Aggressive,18,FALSE,No
50,Fuchsia City,Middle,Researcher,Grass,55,PokéBall,79,Unpredictable,30,TRUE,Yes
11,Vermilion City,Low,Biker,Ghost,9,NetBall,57,Defensive,8,FALSE,No
61,Lavender Town,Middle,Daycare Worker,Rock,28,HealBall,63,Aggressive,17,FALSE,No
46,Cinnabar Island,High,Elite Trainer,Fire,29,DarkBall,32,Aggressive,18,FALSE,No
40,Pewter City,Low,Rocket Grunt,Water,31,LuxuryBall,42,Unpredictable,13,FALSE,No
49,Cinnabar Island,Middle,Casino Worker,Ghost,28,HealBall,72,Aggressive,24,FALSE,No
14,Cerulean City,Middle,Scientist,Fire,64,TimerBall,40,Aggressive,10,FALSE,No
45,Cinnabar Island,Middle,Biker,Bug,83,UltraBall,58,Defensive,21,FALSE,No
21,Lavender Town,Middle,Researcher,Grass,40,TimerBall,35,Aggressive,19,FALSE,No
45,Pewter City,Low,Daycare Worker,Dragon,63,HealBall,65,Defensive,15,FALSE,Yes
62,Cerulean City,High,Daycare Worker,Bug,5,LuxuryBall,42,Aggressive,3,FALSE,No
61,Cerulean City,Low,Rocket Grunt,Dragon,92,UltraBall,50,Unpredictable,6,FALSE,No
48,Vermilion City,Low,Nurse,Fire,64,HealBall,61,Unpredictable,19,FALSE,No
36,Cerulean City,High,PokéMart Seller,Steel,54,UltraBall,69,Defensive,5,FALSE,No
51,Pewter City,Middle,Elite Trainer,Ghost,62,DarkBall,59,Defensive,3,FALSE,No
62,Pallet Town,Middle,Elite Trainer,Ice,24,MasterBall,51,Unpredictable,1,FALSE,No
37,Viridian City,Low,Rocket Grunt,Rock,99,TimerBall,47,Defensive,2,FALSE,No
22,Pallet Town,Middle,Rocket Grunt,Flying,12,GreatBall,48,Unpredictable,18,FALSE,No
28,Pallet Town,Low,Biker,Bug,62,PokéBall,74,Aggressive,23,FALSE,Yes
58,Celadon City,Low,Breeder,Dark,76,TimerBall,34,Defensive,3,FALSE,No
65,Viridian City,Middle,Underground Battler,Normal,10,HealBall,35,Defensive,22,FALSE,No
40,Fuchsia City,Middle,Daycare Worker,Dragon,95,TimerBall,62,Defensive,7,FALSE,No
28,Cinnabar Island,High,Black Market Dealer,Dragon,75,NetBall,65,Aggressive,0,FALSE,No
45,Lavender Town,Middle,PokéMart Seller,Grass,52,UltraBall,86,Aggressive,14,TRUE,Yes
69,Pewter City,Low,PokéMart Seller,Bug,66,TimerBall,82,Unpredictable,0,FALSE,No
29,Cerulean City,Middle,Fisherman,Fairy,35,UltraBall,32,Defensive,25,FALSE,No
29,Cerulean City,Low,Champion,Flying,61,DuskBall,46,Aggressive,3,FALSE,No
60,Cerulean City,Low,Black Market Dealer,Fighting,75,DuskBall,41,Defensive,25,FALSE,No
42,Cerulean City,Middle,Researcher,Electric,37,NetBall,84,Defensive,2,FALSE,No
40,Pewter City,High,Police Officer,Rock,67,GreatBall,44,Unpredictable,7,FALSE,No
33,Vermilion City,Low,Fisherman,Electric,74,LuxuryBall,66,Unpredictable,2,FALSE,No
28,Lavender Town,Low,Biker,Fairy,90,DarkBall,43,Aggressive,18,FALSE,No
26,Pallet Town,Middle,Elite Trainer,Dark,64,TimerBall,82,Unpredictable,23,FALSE,No
47,Cerulean City,Middle,Fisherman,Poison,67,DarkBall,49,Unpredictable,3,FALSE,Yes
59,Vermilion City,Low,Breeder,Steel,31,HealBall,50,Aggressive,27,FALSE,Yes
52,Pallet Town,Middle,Gym Leader Assistant,Ground,62,DuskBall,44,Defensive,1,FALSE,No
64,Celadon City,Middle,Police Officer,Dark,9,HealBall,79,Unpredictable,1,FALSE,No
34,Vermilion City,Low,Casino Worker,Ghost,63,HealBall,65,Unpredictable,15,FALSE,No
25,Pewter City,Middle,PokéMart Seller,Fairy,47,UltraBall,71,Defensive,17,FALSE,No
14,Viridian City,Middle,Black Market Dealer,Ghost,26,DuskBall,84,Aggressive,22,FALSE,No
46,Saffron City,High,Biker,Ice,39,DuskBall,31,Aggressive,11,FALSE,No
40,Lavender Town,High,Daycare Worker,Normal,90,UltraBall,84,Defensive,25,FALSE,No
66,Viridian City,High,Black Market Dealer,Dark,92,GreatBall,41,Unpredictable,24,FALSE,No
68,Fuchsia City,Middle,Researcher,Psychic,63,UltraBall,47,Defensive,6,FALSE,No
31,Fuchsia City,Low,Nurse,Steel,78,LuxuryBall,43,Unpredictable,17,FALSE,No
51,Cerulean City,Middle,Fisherman,Dragon,5,HealBall,59,Aggressive,1,FALSE,No
27,Lavender Town,Middle,Casino Worker,Bug,32,TimerBall,45,Defensive,11,FALSE,No
62,Viridian City,Middle,Gym Leader Assistant,Fighting,15,UltraBall,60,Aggressive,16,FALSE,No
52,Celadon City,Low,Police Officer,Rock,42,MasterBall,55,Unpredictable,19,FALSE,No
17,Pewter City,Low,Fisherman,Rock,49,LuxuryBall,29,Unpredictable,23,FALSE,No
11,Celadon City,Middle,Fisherman,Electric,44,LuxuryBall,43,Aggressive,11,FALSE,No
36,Lavender Town,Low,Nurse,Flying,67,HealBall,85,Unpredictable,13,FALSE,No
63,Fuchsia City,Middle,Nurse,Psychic,73,PokéBall,82,Defensive,13,FALSE,No
35,Celadon City,Middle,Police Officer,Ground,24,NetBall,58,Unpredictable,10,FALSE,Yes
13,Cinnabar Island,High,Gym Leader Assistant,Dragon,40,HealBall,83,Defensive,13,FALSE,No
28,Pewter City,Middle,Biker,Fighting,45,TimerBall,36,Unpredictable,19,FALSE,No
10,Pallet Town,Low,Gym Leader Assistant,Normal,23,GreatBall,58,Aggressive,18,FALSE,No
69,Pewter City,Low,Scientist,Dragon,33,TimerBall,78,Unpredictable,10,FALSE,No
65,Vermilion City,Middle,Nurse,Normal,21,TimerBall,27,Aggressive,14,FALSE,No
61,Lavender Town,Middle,Rocket Grunt,Ice,93,DarkBall,25,Unpredictable,16,FALSE,No
21,Saffron City,Middle,Daycare Worker,Dragon,68,GreatBall,79,Defensive,19,FALSE,No
59,Pewter City,Middle,Casino Worker,Water,10,GreatBall,76,Unpredictable,5,FALSE,No
24,Pallet Town,Middle,Champion,Flying,90,DarkBall,24,Defensive,24,FALSE,No
40,Pallet Town,Middle,Gym Leader Assistant,Fairy,32,DarkBall,76,Aggressive,16,FALSE,No
32,Cinnabar Island,Low,PokéMart Seller,Steel,67,MasterBall,30,Defensive,4,FALSE,No
33,Lavender Town,Low,Black Market Dealer,Normal,48,MasterBall,69,Defensive,7,FALSE,No
46,Cerulean City,Middle,Breeder,Dark,73,TimerBall,77,Defensive,2,FALSE,No
51,Cinnabar Island,Low,Black Market Dealer,Poison,26,MasterBall,26,Unpredictable,23,FALSE,No
70,Saffron City,High,Researcher,Fire,67,MasterBall,43,Unpredictable,8,TRUE,Yes
46,Cerulean City,Low,Elite Trainer,Fire,84,TimerBall,34,Aggressive,23,FALSE,No
29,Saffron City,Middle,Gym Leader Assistant,Water,34,NetBall,74,Aggressive,18,FALSE,No
37,Pallet Town,Middle,Gym Leader Assistant,Ghost,62,UltraBall,85,Defensive,13,FALSE,No
50,Pallet Town,High,PokéMart Seller,Electric,72,MasterBall,44,Defensive,24,FALSE,No
21,Pewter City,Low,Black Market Dealer,Fighting,60,MasterBall,32,Unpredictable,3,TRUE,Yes
64,Cinnabar Island,Low,Police Officer,Psychic,83,UltraBall,64,Defensive,2,FALSE,No
17,Fuchsia City,High,Champion,Rock,9,NetBall,52,Unpredictable,16,FALSE,No
67,Cerulean City,Middle,Black Market Dealer,Dark,26,UltraBall,69,Defensive,8,FALSE,No
43,Pewter City,Low,Scientist,Rock,65,GreatBall,47,Defensive,26,TRUE,Yes
64,Celadon City,Middle,Elite Trainer,Water,41,GreatBall,77,Defensive,19,FALSE,No
43,Fuchsia City,Low,Researcher,Dark,79,NetBall,83,Defensive,18,FALSE,No
53,Viridian City,Low,Police Officer,Dark,25,UltraBall,83,Unpredictable,9,FALSE,No
44,Pallet Town,High,Scientist,Rock,53,MasterBall,48,Unpredictable,5,FALSE,Yes
31,Lavender Town,Low,Casino Worker,Electric,98,PokéBall,77,Defensive,6,FALSE,No
24,Viridian City,Middle,Black Market Dealer,Fairy,80,DuskBall,59,Aggressive,15,FALSE,No
40,Cinnabar Island,Middle,Elite Trainer,Grass,71,LuxuryBall,75,Unpredictable,10,FALSE,No
35,Celadon City,Middle,Police Officer,Fighting,81,TimerBall,78,Aggressive,17,FALSE,No
53,Saffron City,Middle,Police Officer,Normal,21,DarkBall,40,Unpredictable,5,TRUE,Yes
43,Pewter City,Middle,Champion,Rock,59,HealBall,52,Aggressive,3,FALSE,Yes
69,Lavender Town,Middle,Biker,Electric,91,LuxuryBall,23,Defensive,10,FALSE,No
17,Lavender Town,Middle,Champion,Dragon,73,NetBall,69,Unpredictable,14,FALSE,No
62,Pewter City,Low,Scientist,Fire,66,MasterBall,65,Defensive,13,FALSE,No
31,Pallet Town,Middle,Casino Worker,Psychic,73,NetBall,24,Aggressive,14,FALSE,No
60,Pallet Town,Middle,Scientist,Fairy,15,MasterBall,48,Defensive,13,FALSE,No
67,Viridian City,Middle,Nurse,Water,12,NetBall,31,Unpredictable,7,TRUE,Yes
20,Pallet Town,Middle,Breeder,Normal,98,PokéBall,33,Aggressive,12,FALSE,No
63,Lavender Town,Low,Underground Battler,Ice,6,HealBall,58,Defensive,6,FALSE,No
49,Cerulean City,High,Fisherman,Water,5,PokéBall,61,Defensive,20,FALSE,No
48,Cinnabar Island,Low,Elite Trainer,Ground,61,LuxuryBall,23,Aggressive,1,FALSE,No
68,Cinnabar Island,Middle,Daycare Worker,Fighting,67,LuxuryBall,82,Defensive,17,FALSE,No
11,Celadon City,Middle,Casino Worker,Fairy,49,GreatBall,25,Aggressive,5,FALSE,No
22,Vermilion City,Low,Elite Trainer,Flying,68,GreatBall,27,Unpredictable,4,FALSE,No
41,Fuchsia City,Low,Nurse,Electric,7,NetBall,65,Unpredictable,12,FALSE,Yes
58,Cinnabar Island,Low,Underground Battler,Bug,66,MasterBall,80,Defensive,4,FALSE,No
15,Cerulean City,Middle,Black Market Dealer,Electric,66,DuskBall,55,Defensive,24,FALSE,No
64,Cerulean City,Middle,Biker,Psychic,35,DuskBall,22,Aggressive,17,FALSE,No
51,Pallet Town,High,Breeder,Ghost,15,TimerBall,44,Unpredictable,13,TRUE,Yes
20,Celadon City,Low,Rocket Grunt,Poison,5,DarkBall,49,Defensive,9,FALSE,No
53,Cerulean City,Low,Gym Leader Assistant,Dragon,84,NetBall,36,Unpredictable,22,FALSE,No
31,Pewter City,Low,Gym Leader Assistant,Ghost,6,MasterBall,33,Defensive,9,FALSE,No
10,Pallet Town,Low,Police Officer,Dark,56,HealBall,75,Unpredictable,24,FALSE,No
46,Viridian City,High,Police Officer,Normal,48,LuxuryBall,33,Defensive,5,FALSE,No
32,Viridian City,High,Daycare Worker,Flying,37,DarkBall,52,Unpredictable,20,FALSE,No
24,Pallet Town,Low,Casino Worker,Dragon,57,HealBall,66,Defensive,2,FALSE,No
54,Pallet Town,Middle,Underground Battler,Fire,18,DuskBall,26,Aggressive,0,FALSE,No
57,Saffron City,Middle,Black Market Dealer,Steel,11,MasterBall,42,Aggressive,7,FALSE,No
16,Vermilion City,High,Nurse,Fire,19,NetBall,43,Defensive,14,FALSE,No
68,Cerulean City,Low,Rocket Grunt,Poison,22,DarkBall,44,Defensive,28,TRUE,Yes
45,Cinnabar Island,Middle,Elite Trainer,Poison,10,TimerBall,84,Defensive,20,FALSE,No
40,Cerulean City,High,Nurse,Bug,97,NetBall,85,Defensive,4,FALSE,No
55,Celadon City,Middle,Police Officer,Flying,29,UltraBall,76,Defensive,5,TRUE,Yes
55,Celadon City,Low,Police Officer,Ice,15,MasterBall,38,Aggressive,12,FALSE,No
69,Pallet Town,Low,Black Market Dealer,Poison,22,TimerBall,69,Aggressive,9,FALSE,No
41,Cerulean City,Middle,Gym Leader Assistant,Ground,29,HealBall,44,Defensive,18,FALSE,No
48,Cerulean City,Middle,Elite Trainer,Flying,59,GreatBall,43,Unpredictable,2,FALSE,No
70,Celadon City,Middle,Black Market Dealer,Psychic,85,DuskBall,63,Aggressive,18,FALSE,No
62,Cerulean City,Low,Rocket Grunt,Rock,24,DuskBall,38,Unpredictable,6,FALSE,No
15,Celadon City,Middle,Underground Battler,Water,79,NetBall,47,Unpredictable,5,FALSE,No
50,Pallet Town,Low,Daycare Worker,Dark,93,MasterBall,29,Unpredictable,4,FALSE,No
36,Fuchsia City,High,Underground Battler,Fighting,53,GreatBall,20,Aggressive,16,FALSE,No
57,Cinnabar Island,Low,Black Market Dealer,Fairy,11,DarkBall,52,Unpredictable,24,FALSE,No
